,t_k,x_k,y_k,z_k
388,-75284.62521374,-72917780.60255198,-179917971.8169853,-161761763.4099336
389,-75284.628317374,8782470.249690482,-10770521.397447882,-269837525.1213595
390,-75284.63524794999,-91267585.0256222,-220001344.90142292,7999629.91422927
391,-75284.63467053199,109225098.29543103,4799207.24478866,236662166.37737557
392,-75284.629142857,-147466406.92832872,185310954.80477613,-58387792.65794176
393,-75284.63199821899,-41635759.60796106,78740196.09627613,251925621.7086726
394,-75284.625302305,-120048945.26428685,161089511.93799478,142429325.76217407
395,-75283.625214513,-72916815.38662395,-179915833.02614254,-161759387.22395027
396,-75283.62831515599,8782199.990225036,-10770679.77498847,-269833965.3948739
397,-75283.63525022099,-91266249.52076668,-219998502.18307862,7999829.960847364
398,-75283.63467163399,109223359.49832705,4799202.075879561,236659191.46179286
399,-75283.629141342,-147464615.6095075,185308499.88601023,-58386722.597497985
400,-75283.63199955199,-41635084.11180645,78738868.29679975,251922417.90514997
401,-75283.625302428,-120047365.44857912,161087173.0000275,142427707.6655634
402,-75282.62521497499,-72915850.1703976,-179913694.23463368,-161757011.03722888
403,-75282.628312904,8781929.730748542,-10770838.15253351,-269830405.6682664
404,-75282.63525241699,-91264914.0158119,-219995659.46452114,8000030.007477667
405,-75282.634672695,109221620.70114806,4799196.9069702495,236656216.54608914
406,-75282.62913978199,-147462824.29060936,185306044.96713385,-58385652.53700605
407,-75282.63200089299,-41634408.61565724,78737540.49733497,251919214.1016511
408,-75282.625302552,-120045785.63287482,161084834.0620635,142426089.56895337
409,-75281.625215671,-72914884.95439896,-179911555.44362438,-161754634.85106444
410,-75281.628310637,8781659.471266126,-10770996.530079998,-269826845.9416046
411,-75281.635254775,-91263578.51107442,-219992816.7464242,8000230.0540727675
412,-75281.63467378299,109219881.90401226,4799191.738061079,236653241.63046664
413,-75281.629138248,-147461032.97176155,185303590.04832137,-58384582.476541966
414,-75281.632002324,-41633733.119568825,78736212.6979906,251916010.29843876
415,-75281.62530274899,-120044205.8172877,161082495.12427112,142424471.47246054
416,-75280.625216248,-72913919.73828734,-179909416.6523596,-161752258.6646182
417,-75280.628308349,8781389.211776178,-10771154.907628879,-269823286.21486706
418,-75280.635256992,-91262243.00614958,-219989974.02792642,8000430.100693283
419,-75280.634674862,109218143.10685712,4799186.569151862,236650266.71481833
420,-75280.629136748,-147459241.65297833,185301135.1295923,-58383512.41611424
421,-75280.63200370899,-41633057.623449326,78734884.89858606,251912806.4950771
422,-75280.62530289999,-120042626.0016298,161080156.18637213,142422853.37589237
423,-75279.62830610899,8781118.952297334,-10771313.285169229,-269819726.4882994
424,-75279.635259281,-91260907.5013218,-219987131.30963328,8000630.1472966
425,-75279.63467602899,109216404.30985124,4799181.400243098,236647291.79943267
426,-75279.62913516,-147457450.33404124,185298680.2106472,-58382442.355592355
427,-75279.63200509599,-41632382.12733118,78733557.09918511,251909602.69172004
428,-75279.625303061,-120041046.18598954,161077817.24849746,142421235.27933943
429,-75278.625217658,-72911989.30631678,-179905139.07037482,-161747506.29233682
430,-75278.628303817,8780848.692802573,-10771471.66271688,-269816166.7615458
431,-75278.63526170299,-91259571.99667257,-219984288.59171823,8000830.193870518
432,-75278.634677065,109214665.51261388,4799176.231333658,236644316.88365832
433,-75278.629133785,-147455659.0154894,185296225.292225,-58381372.2952984
434,-75278.632006435,-41631706.63118063,78732229.2997214,251906398.88820735
435,-75278.625303212,-120039466.37033537,161075478.3106003,142419617.18276945
436,-75277.628301516,8780578.433303526,-10771630.040265026,-269812607.03475916
437,-75277.63526401,-91258236.4918707,-219981445.8734763,8001030.240464647
438,-75277.63467811,109212926.71538843,4799171.062424265,236641341.96791166
439,-75277.629132313,-147453867.69676754,185293770.37356466,-58380302.23490064
440,-75277.63200780899,-41631031.13505371,78730901.50030506,251903195.08480486
441,-75277.62530336599,-120037886.55468777,161073139.3727111,142417999.0862033
442,-75276.62521889199,-72910058.87418377,-179900861.48800987,-161742753.9196409
443,-75276.62829920299,8780308.17379936,-10771788.417814143,-269809047.30792886
444,-75276.635266327,-91256900.98708312,-219978603.1552628,8001230.287053982
445,-75276.634679283,109211187.91838183,4799165.893515533,236638367.05254668
446,-75276.629130534,-147452076.3774995,185291315.45415068,-58379232.17417438
447,-75276.632009194,-41630355.638934225,78729573.70090428,251899991.28143582
448,-75276.62530357699,-120036306.7391321,161070800.4349562,142416380.98972848
449,-75275.625219436,-72909093.65804963,-179898722.69666988,-161740377.73312092
450,-75275.62829691099,8780037.914299015,-10771946.795359,-269805487.58117247
451,-75275.635268612,-91255565.48225373,-219975760.4369583,8001430.333646923
452,-75275.634680444,109209449.1213506,4799160.724606739,236635392.13714695
453,-75275.629129101,-147450285.05885494,185288860.53558612,-58378162.11381836
454,-75275.63201056799,-41629680.14280729,78728245.9014898,251896787.4780296
455,-75275.6253037,-120034726.92343928,161068461.49699637,142414762.89311036
456,-75274.628294622,8779767.654797623,-10772105.17290245,-269801927.85442585
457,-75274.63527104599,-91254229.97762427,-219972917.71907738,8001630.380207265
458,-75274.63468148299,109207710.32410355,4799155.555697315,236632417.22138518
459,-75274.62912755599,-147448493.74001348,185286405.61674654,-58377092.05334248
460,-75274.63201195099,-41629004.64668645,78726918.1020882,251893583.6746504
461,-75274.625303882,-120033147.10784152,161066122.55917546,142413144.79658675
462,-75273.625220755,-72907163.22600985,-179894445.11448112,-161735625.3606326
463,-75273.628292335,8779497.3952949,-10772263.550444655,-269798368.1276853
464,-75273.635273282,-91252894.4727313,-219970075.0006336,8001830.426804421
465,-75273.63468257099,109205971.52693796,4799150.386788144,236629442.30577016
466,-75273.62912615799,-147446702.42143908,185283950.69826788,-58376021.9930239
467,-75273.63201326999,-41628329.15052238,78725590.30260256,251890379.8710643
468,-75273.625304016,-120031567.29216978,161063783.6212432,142411526.69998452
469,-75272.625221478,-72906198.01005404,-179892306.3235212,-161733249.1745407
470,-75272.62829002099,8779227.13578302,-10772421.927990204,-269794808.40084773
471,-75272.635275699,-91251558.96808098,-219967232.28270435,8002030.473362575
472,-75272.634683663,109204232.72977562,4799145.217878994,236626467.39016795
473,-75272.629124578,-147444911.1025424,185281495.77934247,-58374951.9325106
474,-75272.632014765,-41627653.654477194,78724262.50335154,251887176.06804022
475,-75272.625304249,-120029987.47665633,161061444.68354344,142409908.6035416
476,-75271.625222059,-72905232.79396303,-179890167.53225657,-161730872.98811236
477,-75271.628287719,8778956.87627252,-10772580.30553292,-269791248.674052
478,-75271.635277981,-91250223.46325134,-219964389.56439137,8002230.519944939
479,-75271.634684771,109202493.93263736,4799140.048969925,236623492.47461426
480,-75271.62912317099,-147443119.7839593,185279040.8608417,-58373881.872182384
481,-75271.632016169,-41626978.15837054,78722934.70398062,251883972.2647227
482,-75271.625304305,-120028407.6608651,161059105.74543062,142408290.50681132
483,-75270.62522273899,-72904267.57796946,-179888028.74120277,-161728496.80192015
484,-75270.62828541799,8778686.616760427,-10772738.683074549,-269787688.94725883
485,-75270.63528038,-91248887.95857884,-219961546.84641096,8002430.566501106
486,-75270.63468578999,109200755.13534062,4799134.880060398,236620517.55879673
487,-75270.629121643,-147441328.4651632,185276585.9420439,-58372811.81172471
488,-75270.632017634,-41626302.66230509,78721606.90469167,251880768.46159875
489,-75270.625304708,-120026827.84562393,161056766.80813035,142406672.41064158
490,-75269.625223333,-72903302.36189474,-179885889.94996417,-161726120.61552456
491,-75269.628283118,8778416.357246745,-10772897.060615083,-269784129.2204684
492,-75269.635282677,-91247552.45377107,-219958704.1281406,8002630.613074882
493,-75269.634687015,109199016.33839837,4799129.711151935,236617542.643593
494,-75269.629119982,-147439537.1461326,185274131.0229196,-58371741.75112471
495,-75269.632018769,-41625627.16601673,78720279.10496542,251877564.65741572
496,-75269.625304691,-120025248.0297211,161054427.86984867,142405054.31379133
497,-75268.625224063,-72902337.14595313,-179883751.15901545,-161723744.42945302
498,-75268.628280835,8778146.097735792,-10773055.438151998,-269780569.4937374
499,-75268.63528514,-91246216.94918592,-219955861.4103421,8002830.659612659
500,-75268.63468809,109197277.54119153,4799124.5422426965,236614567.72794396
501,-75268.629118495,-147437745.8274174,185271676.10422245,-58370671.6907109
502,-75268.63202024999,-41624951.66996208,78718951.30569953,251874360.85433927
503,-75268.62530483899,-120023668.2140808,161052088.9319538,142403436.21720713
504,-75267.62522466999,-72901371.92989467,-179881612.3678027,-161721368.24309015
505,-75267.628278484,8777875.838204598,-10773213.815698748,-269777009.76676357
506,-75267.635287424,-91244881.44436264,-219953018.69203478,8003030.70618345
507,-75267.634689096,109195538.74386103,4799119.373333101,236611592.81209055
508,-75267.62911703199,-147435954.5087489,185269221.1855842,-58369601.63032277
509,-75267.632021605,-41624276.17382233,78717623.50626728,251871157.05085734
510,-75267.62530509899,-120022088.3986193,161049749.99432185,142401818.1208032
511,-75266.625225364,-72900406.71392207,-179879473.57677516,-161718992.05693498
512,-75266.628276187,8777605.578686139,-10773372.193236018,-269773450.0399809
513,-75266.63528983899,-91243545.93971525,-219950175.9740998,8003230.752725243
514,-75266.63469030199,109193799.94687453,4799114.2044245405,236608617.89683303
515,-75266.629115441,-147434163.18985486,185266766.26663175,-58368531.56979768
516,-75266.632022979,-41623600.67769541,78716295.70686121,251867953.24743444
517,-75266.625305346,-120020508.58313912,161047411.05666044,142400200.02437735
518,-75265.62522594299,-72899441.4978403,-179877334.78550068,-161716615.87050742
519,-75265.62827388299,8777335.319163918,-10773530.570773464,-269769890.3131724
520,-75265.635292193,-91242210.43498732,-219947333.2559915,8003430.799276439
521,-75265.634691359,109192061.14962526,4799109.035515209,236605642.98113325
522,-75265.632024394,-41622925.181596175,78714967.90751049,251864749.44414097
523,-75265.62530544099,-120018928.76742068,161045072.11864442,142398581.92770457
524,-75264.62827157699,8777065.059639301,-10773688.948310295,-269766330.5863559
525,-75264.63529449799,-91240874.93019488,-219944490.53774384,8003630.845834648
526,-75264.63469243,109190322.35239659,4799103.86660595,236602668.06547606
527,-75264.62911248699,-147430580.55248633,185261856.42928654,-58366391.44899146
528,-75264.632025717,-41622249.6854348,78713640.10803854,251861545.6405509
529,-75264.625305503,-120017348.95165196,161042733.18055215,142396963.83097747
530,-75263.625227136,-72897511.06571616,-179873057.20302388,-161711863.49773833
531,-75263.628269293,8776794.800118767,-10773847.325842708,-269762770.85961676
532,-75263.635296753,-91239539.42533661,-219941647.81935412,8003830.892400063
533,-75263.634693531,109188583.55521636,4799098.697696846,236599693.149909
534,-75263.62911091799,-147428789.23364288,185259401.51038808,-58365321.3884899
535,-75263.632027085,-41621574.18930383,78712312.30862728,251858341.83710313
536,-75263.625305682,-120015769.13606997,161040394.24273446,142395345.7344388
537,-75262.628266998,8776524.540593395,-10774005.703375934,-269759211.13283753
538,-75262.63529915399,-91238203.92067425,-219938805.10137936,8004030.938933478
539,-75262.634694654,109186844.75807066,4799093.528787856,236596718.23440832
540,-75262.62910944999,-147426997.91498405,185256946.59173757,-58364251.328096434
541,-75262.63202844799,-41620898.693169475,78710984.50921029,251855138.0336375
542,-75262.62530588299,-120014189.32052457,161038055.30496916,142393727.63793474
543,-75261.62522860999,-72895580.63387069,-179868779.62114426,-161707111.12564066
544,-75261.62826469699,8776254.281064538,-10774164.08090918,-269755651.4060361
545,-75261.635301506,-91236868.4159474,-219935962.38326538,8004230.985473899
546,-75261.63469569199,109185105.96077341,4799088.359878426,236593743.31865567
547,-75261.629107965,-147425206.59629852,185254491.67304537,-58363181.26768477
548,-75261.63202988099,-41620223.197082415,78709656.7098872,251851934.23039424
549,-75261.62530609699,-120012609.50500157,161035716.3672352,142392109.54145083
550,-75260.625229085,-72894615.41769788,-179866640.8296427,-161704734.93897069
551,-75260.62826239399,8775984.02153328,-10774322.45844181,-269752091.6792265
552,-75260.635303872,-91235532.91124013,-219933119.66519114,8004431.03200873
553,-75260.634696793,109183367.16358203,4799083.190969322,236590768.40309146
554,-75260.629106454,-147423415.27757016,185252036.7542893,-58362111.20724529
555,-75260.63203123599,-41619547.70094265,78708328.91046149,251848730.42689928
556,-75259.625229719,-72893650.20168038,-179864502.03848034,-161702358.7526794
557,-75259.628260103,8775713.762003405,-10774480.835971609,-269748531.95245874
558,-75259.635306143,-91234197.40640697,-219930276.94684687,8004631.078559768
559,-75259.634697958,109181628.36649817,4799078.022060549,236587793.4877185
560,-75259.629104936,-147421623.95883292,185249581.83551604,-58361041.14679831
561,-75259.632032622,-41618872.20482385,78707001.11107785,251845526.62350178
562,-75259.62530633599,-120009449.87366259,161031038.49132806,142388873.34817433
563,-75258.62523050999,-72892684.98581629,-179862363.24765274,-161699982.56676218
564,-75258.6282578,8775443.50246842,-10774639.213502377,-269744972.2256473
565,-75258.635308557,-91232861.90176569,-219927434.2289091,8004831.125079406
566,-75258.63469908199,109179889.56933929,4799072.853151564,236584818.5722245
567,-75258.629103345,-147419832.63996866,185247126.91656357,-58359971.08627321
568,-75258.632034014,-41618196.708709076,78705673.3117031,251842322.8201216
569,-75258.62530648,-120007870.05803461,161028699.55343318,142387255.25157437
570,-75257.625231107,-72891719.76976681,-179860224.45640936,-161697606.3803849
571,-75257.628255451,8775173.24291914,-10774797.591039497,-269741412.4986712
572,-75257.635310828,-91231526.39693436,-219924591.5105648,8005031.171624857
573,-75257.634700036,109178150.77188112,4799067.6842417,236581843.65622577
574,-75257.629101866,-147418041.3213088,185244671.99788606,-58358901.02586797
575,-75257.632035341,-41617521.21255042,78704345.512243,251839119.01653132
