,t_k,x_k,y_k,z_k
4903,-160999.632953335,-99535990.32709274,192556102.47491816,526533167.2080095
4904,-160999.625432396,-255469708.07791668,361575026.0493989,281121072.7354479
4905,-160998.625746129,-155657205.52820355,-363239011.76036936,-365437748.68961364
4906,-160998.636857516,-205742731.53013018,-463662662.99360466,-9157468.778145963
4907,-160998.635499718,258250834.14123744,5242255.611806424,491657785.3035274
4908,-160998.62809104,-301020958.6814856,395731540.53464144,-150106813.45534354
4909,-160998.632954847,-99535314.83105902,192554774.59585127,526529963.56471676
4910,-160998.625432647,-255468128.10275462,361572687.03190273,281119454.71887267
4911,-160997.625746992,-155656240.1527078,-363236873.04954636,-365435372.42401695
4912,-160997.63686013,-205741395.94590557,-463659820.27623546,-9157268.492114963
4913,-160997.635500997,258249095.66375038,5242250.44289824,491654810.308644
4914,-160997.628089464,-301019167.0432451,395729085.6157258,-150105743.3948345
4915,-160997.632956381,-99534639.3350402,192553446.71681455,526526759.92149264
4916,-160997.625432964,-255466548.12769866,361570348.01456183,281117836.70240325
4917,-160996.625747996,-155655274.77734998,-363234734.33902407,-365432996.15875614
4918,-160996.626818354,31940055.683550596,2807725.0574273462,-574944698.5386316
4919,-160996.636862329,-205740060.36112761,-463656977.5576865,-9157068.206003629
4920,-160996.635502272,258247357.18625262,5242245.273990036,491651835.31374955
4921,-160996.628087905,-301017375.40503865,395726630.6968519,-150104673.33434364
4922,-160996.632957815,-99533963.83895378,192552118.8376459,526523556.2779462
4923,-160996.62543327,-255464968.15262717,361568008.99719614,281116218.6859151
4924,-160995.625748989,-155654309.4019834,-363232595.6284773,-365430619.8934701
4925,-160995.636864685,-205738724.77656022,-463654134.8395838,-9156867.919926535
4926,-160995.635503511,258245618.70868853,5242240.105081645,491648860.318749
4927,-160995.62808633,-301015583.76680744,395724175.77793866,-150103603.27383566
4928,-160995.632959425,-99533288.3429863,192550790.95871198,526520352.63496184
4929,-160995.625433529,-255463388.17748326,361565669.9797214,281114600.66934997
4930,-160994.625750028,-155653344.0266631,-363230456.91802794,-365428243.6282944
4931,-160994.62681424,31939515.484007597,2807408.142746731,-574937579.246457
4932,-160994.636867132,-205737389.19211534,-463651292.1217399,-9156667.633870468
4933,-160994.635504818,258243880.23123893,5242234.936173606,491645885.3239517
4934,-160994.628084792,-301013792.12864614,395721720.8591163,-150102533.21336728
4935,-160994.632960875,-99532612.8469107,192549463.07956648,526517148.99146295
4936,-160994.625433836,-255461808.20241708,361563330.9623599,281112982.65286154
4937,-160993.625750905,-155652378.65118825,-363228318.20723116,-365425867.36273456
4938,-160993.626812157,31939245.38422628,2807249.6854036986,-574934019.6002758
4939,-160993.636869499,-205736053.60756457,-463648449.40366846,-9156467.347801164
4940,-160993.635506115,258242141.75376827,5242229.767265515,491642910.3291256
4941,-160993.628083211,-301012000.4904115,395719265.9401884,-150101463.15285286
4942,-160993.632962436,-99531937.35091011,192548135.20056933,526513945.3483179
4943,-160993.625434074,-255460228.22724378,361560991.944838,281111364.6362606
4944,-160992.625751822,-155651413.27575392,-363226179.49651897,-365423491.0972708
4945,-160992.626810217,31938975.28448173,2807091.2280842606,-574930459.9546027
4946,-160992.635507351,258240403.27618775,5242224.598357109,491639935.33411884
4947,-160992.628081632,-301010208.8521842,395716811.0212654,-150100393.09234062
4948,-160992.632963901,-99531261.85484466,192546807.32144564,526510741.7048634
4949,-160992.625434372,-255458648.25216708,361558652.9274573,281109746.6197558
4950,-160991.625752816,-155650447.90039578,-363224040.7859707,-365421114.8319909
4951,-160991.626808265,31938705.18473207,2806932.770763849,-574926900.3088859
4952,-160991.63687425,-205733382.43848845,-463642763.96757406,-9156066.775674349
4953,-160991.635508643,258238664.79870093,5242219.429448992,491636960.33927965
4954,-160991.628080065,-301008417.2139822,395714356.10237193,-150099323.03184125
4955,-160991.632965433,-99530586.35882446,192545479.4424118,526507538.06162167
4956,-160991.625434648,-255457068.27705753,361556313.91002613,281108128.6032145
4957,-160990.625753741,-155649482.5249729,-363221902.0752738,-365418738.566548
4958,-160990.626806239,31938435.084960558,2806774.3134326413,-574923340.6629049
4959,-160990.635509919,258236926.32118255,5242214.260540793,491633985.34439385
4960,-160990.628078472,-301006625.57573724,395711901.18341446,-150098252.97131398
4961,-160990.632966918,-99529910.86277251,192544151.56331652,526504334.41822743
4962,-160990.625434944,-255455488.30198142,361553974.8926426,281106510.58670455
4963,-160989.625754785,-155648517.1496667,-363219763.36483043,-365416362.30138874
4964,-160989.626804151,31938164.985170443,2806615.8560925433,-574919781.0167022
4965,-160989.636879106,-205730711.2695563,-463637078.5317781,-9155666.20357974
4966,-160989.635511208,258235187.84368303,5242209.0916326605,491631010.3495476
4967,-160989.628076887,-301004833.9375104,395709446.2644768,-150097182.9107953
4968,-160989.632968512,-99529235.36679421,192542823.68436694,526501130.7751807
4969,-160989.625435178,-255453908.32680923,361551635.87511504,281104892.5700934
4970,-160988.625755751,-155647551.77428713,-363217624.6542194,-365413986.0360452
4971,-160988.62680217,31937894.885407373,2806457.3987703356,-574916221.3708794
4972,-160988.636881451,-205729375.6849808,-463634235.81364423,-9155465.917520005
4973,-160988.635512448,258233449.3660946,5242203.922724275,491628035.35455656
4974,-160988.628075336,-301003042.2993481,395706991.3456225,-150096112.850313
4975,-160988.632970007,-99528559.87074901,192541495.80528677,526497927.1318148
4976,-160988.625435486,-255452328.3517558,361549296.8577615,281103274.553601
4977,-160987.625756665,-155646586.39885917,-363215485.9434962,-365411609.7705788
4978,-160987.62680018,31937624.78564,2806298.941447631,-574912661.7250237
4979,-160987.635513711,258231710.88854244,5242198.753816009,491625060.3596349
4980,-160987.628073744,-301001250.66111624,395704536.42666763,-150095042.78978688
4981,-160987.632971492,-99527884.37469709,192540167.9261943,526494723.4884151
4982,-160987.62543577,-255450748.3766663,361546957.8403527,281101656.5370689
4983,-160986.625757664,-155645621.0235152,-363213347.23295385,-365409233.50531554
4984,-160986.62679822,31937354.68587887,2806140.484130608,-574909102.0792739
4985,-160986.636886165,-205726704.5158646,-463628550.3774446,-9155065.34541372
4986,-160986.635514985,258229972.41100574,5242193.584907799,491622085.36474687
4987,-160986.628072153,-300999459.02288973,395702081.5077151,-150093972.72926176
4988,-160986.632973065,-99527208.87870458,192538840.04721957,526491519.84529537
4989,-160986.625436035,-255449168.4015487,361544618.8229005,281100038.52050513
4990,-160985.625758632,-155644655.6481431,-363211208.5223443,-365406857.23997945
4991,-160985.626796071,31937084.586064827,2805982.02678457,-574905542.4328504
4992,-160985.63551623,258228233.93341476,5242188.41599944,491619110.3697734
4993,-160985.628070596,-300997667.38472795,395699626.58884615,-150092902.66877306
4994,-160985.632974618,-99526533.38269858,192537512.16821927,526488316.2021097
4995,-160985.625436316,-255447588.42645824,361542279.80548656,281098420.5039662
4996,-160984.625759714,-155643690.27288294,-363209069.81197757,-365404480.9749152
4997,-160984.626794111,31936814.486299973,2805823.5694694137,-574901982.7870985
4998,-160984.635517509,258226495.45587927,5242183.247091255,491616135.3749021
4999,-160984.628069022,-300995875.7465394,395697171.66993546,-150091832.60826614
5000,-160984.632976097,-99525857.88664258,192536184.2891216,526485112.5586851
5001,-160984.625436583,-255446008.45134747,361539940.7880408,281096802.4874038
5002,-160983.625760584,-155642724.89742,-363206931.10115653,-365402104.7093481
5003,-160983.626792142,31936544.38653081,2805665.1121537564,-574898423.1413138
5004,-160983.635518781,258224756.97832784,5242178.078183035,491613160.38001084
5005,-160983.628067409,-300994084.1082848,395694716.750929,-150090762.5477175
5006,-160983.632977664,-99525182.39064604,192534856.41014174,526481908.9155407
5007,-160983.625436864,-255444428.4762607,361537601.77062875,281095184.47086316
5008,-160982.625761461,-155641759.52196568,-363204792.39034957,-365399728.4437986
5009,-160982.626790106,31936274.28674171,2805506.6548284222,-574894863.4952897
5010,-160982.635520031,258223018.50073445,5242172.909274702,491610185.3850552
5011,-160982.628065822,-300992292.47008044,395692261.83198637,-150089692.4871967
5012,-160982.63297918,-99524506.89461502,192533528.53109503,526478705.2722309
5013,-160982.625437169,-255442848.5012137,361535262.7532737,281093566.45436025
5014,-160981.625762553,-155640794.14672077,-363202653.6800015,-365397352.1787609
5015,-160981.626788259,31936004.18700178,2805348.197533958,-574891303.8499374
5016,-160981.635521294,258221280.0231599,5242167.740366435,491607210.390139
5017,-160981.628064259,-300990500.83192277,395689806.9131026,-150088622.42670158
5018,-160981.632980688,-99523831.39857863,192532200.6520387,526475501.62889373
5019,-160981.625437409,-255441268.5260659,361532923.73576766,281091948.43775135
5020,-160980.626786238,31935734.087212995,2805189.740212862,-574887744.2039648
5021,-160980.635522558,258219541.54558343,5242162.571458174,491604235.39522684
5022,-160980.628062693,-300988709.19376343,395687351.9942115,-150087552.36620322
5023,-160980.632982148,-99523155.9025098,192530872.7729195,526472297.9854008
5024,-160980.625437702,-255439688.55100366,361530584.7183864,281090330.42122734
5025,-160979.625764481,-155638863.39598936,-363198376.25875497,-365392599.64807993
5026,-160979.626784212,31935463.987421006,2805031.2828919026,-574884184.5579736
5027,-160979.635523789,258217803.06794584,5242157.402549742,491601260.4002174
5028,-160979.628061095,-300986917.5555506,395684897.07524186,-150086482.30567065
5029,-160979.632983695,-99522480.40649973,192529544.89391682,526469094.3421848
5030,-160979.625437989,-255438108.5759338,361528245.70099217,281088712.40469253
5031,-160978.626782184,31935193.8876266,2804872.8255715575,-574880624.9119742
5032,-160978.635525099,258216064.59044188,5242152.233641718,491598285.40544385
5033,-160978.628059504,-300985125.9173539,395682442.1562894,-150085412.24514556
5034,-160978.632985281,-99521804.91051602,192528217.01496682,526465890.69909185
5035,-160978.625438278,-255436528.600869,361525906.68360347,281087094.3881601
5036,-160977.625766325,-155636932.64518434,-363194098.8373251,-365387847.1172032
5037,-160977.626780198,31934923.787841685,2804714.3682588,-574877065.2661234
5038,-160977.635526323,258214326.11278462,5242147.06473325,491595310.4104154
5039,-160977.628057945,-300983334.2792183,395679987.2374155,-150084342.18465468
5040,-160977.632986802,-99521129.41448839,192526889.13593146,526462687.05578876
5041,-160977.62543855,-255434948.62577918,361523567.66617596,281085476.3715993
5042,-160976.625767307,-155635967.26984254,-363191960.1267371,-365385470.8519087
5043,-160976.626778152,31934653.688038692,2804555.910937458,-574873505.6200581
5044,-160976.635527603,258212587.63522106,5242141.895825071,491592335.4155545
5045,-160976.628056337,-300981542.6409987,395677532.31842136,-150083272.1241114
5046,-160976.632988382,-99520453.91850065,192525561.25697538,526459483.412673
5047,-160976.625438714,-255433368.6505206,361521228.64849675,281083858.35486275
5048,-160975.625768251,-155635001.8944659,-363189821.4160668,-365383094.58652484
5049,-160975.626776307,31934383.588288136,2804397.4536489095,-574869945.9747074
5050,-160975.635528874,258210849.15763813,5242136.726916846,491589360.42066777
5051,-160975.628054772,-300979751.00285983,395675077.39953274,-150082202.06361416
5052,-160975.632989839,-99519778.42242979,192524233.37785688,526456279.76916116
5053,-160975.625439128,-255431788.67565888,361518889.6314032,281082240.33852977
5054,-160974.625769381,-155634036.51927072,-363187682.70579356,-365380718.321584
5055,-160974.626774191,31934113.488462523,2804238.9963183445,-574866386.3283911
5056,-160974.636914641,-205710677.50150207,-463594437.76079273,-9152661.913049148
5057,-160974.635530141,258209110.68004447,5242131.5580086,491586385.4257701
5058,-160974.628053161,-300977959.3646422,395672622.4805311,-150081132.00306764
5059,-160974.632991504,-99519102.92649943,192522905.4990155,526453076.12631387
5060,-160974.625439454,-255430208.70065996,361516550.61410475,281080622.32205355
5061,-160973.626772201,31933843.38866907,2804080.539008678,-574862826.6825223
5062,-160973.635531396,258207372.20242625,5242126.389100292,491583410.4308376
5063,-160973.6280516,-300976167.72651803,395670167.56165236,-150080061.94257468
5064,-160973.632992787,-99518427.43031102,192521577.6196678,526449872.4822408
5065,-160973.625439693,-255428628.72552547,361514211.5966038,281079004.30543554
5066,-160972.626770221,31933573.28887645,2803922.0817015204,-574859267.0366881
5067,-160972.635532649,258205633.72480083,5242121.220191974,491580435.4359001
5068,-160972.628050049,-300974376.0884153,395667712.64279807,-150078991.8820924
5069,-160972.632994442,-99517751.93437393,192520249.74081504,526446668.83935785
5070,-160972.625439926,-255427048.75038335,361511872.57908976,281077386.2888069
5071,-160971.62577235,-155631140.3932899,-363181266.5740675,-365373589.52576655
5072,-160971.626768162,31933303.189060647,2803763.624382788,-574855707.3905718
5073,-160971.635533889,258203895.24714905,5242116.051283589,491577460.4409249
5074,-160971.628048488,-300972584.45029855,395665257.7239192,-150077921.82159936
5075,-160971.632995975,-99517076.4383544,192518921.86180118,526443465.196082
5076,-160971.625440268,-255425468.7754153,361509533.56183153,281075768.27235377
5077,-160970.625773308,-155630175.0179361,-363179127.8634226,-365371213.2604206
5078,-160970.626766142,31933033.089253504,2803605.1670711576,-574852147.7445935
5079,-160970.635535145,258202156.76952145,5242110.882375285,491574485.4459982
5080,-160970.628046891,-300970792.812121,395662802.8049521,-150076851.76106787
5081,-160970.632997509,-99516400.94233558,192517593.9827896,526440261.55280757
5082,-160970.625440523,-255423888.80031168,361507194.5443708,281074150.2557589
5083,-160969.625774123,-155629209.64244613,-363176989.1524709,-365368836.9947359
5084,-160969.626764137,31932762.989448555,2803446.7097628415,-574848588.0986676
5085,-160969.635536417,258200418.2919178,5242105.713467065,491571510.45112
5086,-160969.628045276,-300969001.1739149,395660347.88594073,-150075781.7005171
5087,-160969.632999067,-99515725.44633293,192516266.1038108,526437057.9096081
5088,-160969.625440831,-255422308.8252937,361504855.52703494,281072532.2392488
5089,-160968.626762091,31932492.889630668,2803288.2524489574,-574845028.4525949
5090,-160968.635537631,258198679.8142097,5242100.544558546,491568535.4560702
5091,-160968.628043731,-300967209.5358379,395657892.96710116,-150074711.64004123
5092,-160968.633000707,-99515049.95038569,192514938.22494182,526433854.2666696
5093,-160968.625441134,-255420728.8502696,361502516.5096883,281070914.22272974
5094,-160967.62577624,-155627278.8919419,-363172711.7316062,-365364084.4645264
5095,-160967.62676012,31932222.789831176,2803129.7951478884,-574841468.8067882
5096,-160967.635538895,258196941.33658478,5242095.375650284,491565560.46117014
5097,-160967.628042173,-300965417.8977413,395655438.0482297,-150073641.57955143
5098,-160967.633002109,-99514374.4542777,192513610.34575775,526430650.6229667
5099,-160967.625441411,-255419148.87520626,361500177.4922818,281069296.2061676
5100,-160966.625777191,-155626313.51658878,-363170573.02094257,-365361708.1991676
5101,-160966.626758126,31931952.6900236,2802971.3378441,-574837909.1608986
5102,-160966.635540172,258195202.85897875,5242090.20674209,491562585.4663096
5103,-160966.628040632,-300963626.259679,395652983.12939996,-150072571.51907983
5104,-160966.633003687,-99513698.95828857,192512282.4668083,526427446.97982574
5105,-160966.625441747,-255417568.90023807,361497838.4750142,281067678.18970007
5106,-160965.625778185,-155625348.14127907,-363168434.31036997,-365359331.933912
5107,-160965.626756072,31931682.59019797,2802812.8805317422,-574834349.5147946
5108,-160965.635541408,258193464.3812977,5242085.037833684,491559610.4713281
5109,-160965.628039033,-300961834.62151647,395650528.2104279,-150071501.4585462
5110,-160965.633005219,-99513023.46226837,192510954.5877987,526424243.3365356
5111,-160965.625442055,-255415988.92522752,361495499.4576821,281066060.1731863
5112,-160964.625779225,-155624382.76601562,-363166295.5998949,-365356955.6687665
5113,-160964.626754081,31931412.490387484,2802654.423230301,-574830789.8689139
5114,-160964.635542738,258191725.90377632,5242079.868925763,491556635.47662705
5115,-160964.628037446,-300960042.9833792,395648073.29148525,-150070431.39802536
5116,-160964.633006763,-99512347.96625629,192509626.708806,526421039.69328207
5117,-160964.625442378,-255414408.95024246,361493160.44038594,281064442.15669584
5118,-160963.625780171,-155623417.39066327,-363164156.88921773,-365354579.4033986
5119,-160963.626752104,31931142.390578922,2802495.9659320065,-574827230.2230821
5120,-160963.635543922,258189987.42599738,5242074.700017089,491553660.48149264
5121,-160963.628035867,-300958251.3452599,395645618.3725622,-150069361.33751312
5122,-160963.633008288,-99511672.47023137,192508298.82978895,526417836.0499657
5123,-160963.625442659,-255412828.97519296,361490821.42299247,281062824.14013654
5124,-160962.625781229,-155622452.01542094,-363162018.17877924,-365352203.1382978
5125,-160962.626750067,31930872.290752284,2802337.508625135,-574823670.5770358
5126,-160962.635545184,258188248.9483504,5242069.531108817,491550685.4865913
5127,-160962.628034369,-300956459.70728946,395643163.4538381,-150068291.27708754
5128,-160962.633009727,-99510996.97414836,192506970.95065868,526414632.4063721
5129,-160962.62544303,-255411249.00028753,361488482.40581053,281061206.1237219
5130,-160961.625782252,-155621486.64014667,-363159879.46826494,-365349826.87311476
5131,-160961.62674803,31930602.19092379,2802179.0513191945,-574820110.9309884
5132,-160961.635546419,258186510.47065273,5242064.362200405,491547710.4916105
5133,-160961.628032785,-300954668.0691687,395640708.5349028,-150067221.21656993
5134,-160961.633011433,-99510321.4782457,192505643.0718839,526411428.7636319
5135,-160961.625443288,-255409669.02520543,361486143.3883652,281059588.1071235
5136,-160960.625783238,-155620521.26483855,-363157740.7576706,-365347450.60784477
5137,-160960.62674601,31930332.09109803,2802020.594016885,-574816551.2850008
5138,-160960.63554771,258184771.99304864,5242059.193292283,491544735.49679726
5139,-160960.628031225,-300952876.4310947,395638253.61602646,-150066151.156078
5140,-160960.633012941,-99509645.9822093,192504315.19284707,526408225.12025553
5141,-160960.625443604,-255408089.05021673,361483804.3710564,281057970.09061795
5142,-160959.625784251,-155619555.88955835,-363155602.047133,-365345074.3426398
5143,-160959.626744036,31930061.991282824,2801862.136722789,-574812991.6391761
5144,-160959.635548956,258183033.5153626,5242054.02438393,491541760.501851
5145,-160959.628029672,-300951084.7930369,395635798.6971673,-150065081.09559357
5146,-160959.633014485,-99508970.48619722,192502987.31385902,526405021.47699267
5147,-160959.625443865,-255406509.0751431,361481465.35361993,281056352.07402253
5148,-160958.626741923,31929791.891428214,2801703.679407602,-574809431.9928555
5149,-160958.636953792,-205689308.1508073,-463548954.2752865,-9149457.337425843
5150,-160958.635550237,258181295.0377337,5242048.855475755,491538785.5070099
5151,-160958.628028166,-300949293.155067,395633343.7784234,-150064011.03515944
5152,-160958.633016048,-99508294.99019796,192501659.4348971,526401817.83378875
5153,-160957.625786155,-155617625.1388857,-363151324.62579423,-365340321.8119428
5154,-160957.626739896,31929521.791594964,2801545.222106972,-574805872.3468401
5155,-160957.636956266,-205687972.56643292,-463546111.55751926,-9149257.051478554
5156,-160957.63555145,258179556.5599828,5242043.68656723,491535810.51196736
5157,-160957.628026568,-300947501.5169362,395630888.85945386,-150062940.97462687
5158,-160957.633017586,-99507619.49418181,192500331.55590293,526398614.1905029
5159,-160957.625444527,-255403349.12522256,361476787.3190772,281053116.04105544
5160,-160956.625787254,-155616659.7636941,-363149185.9154378,-365337945.546945
5161,-160956.626737906,31929251.69176985,2801386.7648131344,-574802312.7009555
5162,-160956.636958729,-205686636.98204482,-463543268.8397208,-9149056.765531858
5163,-160956.635552721,258177818.08232915,5242038.517659006,491532835.51709837
5164,-160956.628025058,-300945709.87896657,395628433.9407002,-150061870.91418844
5165,-160956.633019142,-99506943.99817784,192499003.67693362,526395410.5472729
5166,-160956.625444784,-255401769.15014818,361474448.3016342,281051498.0244508
5167,-160955.625788357,-155615694.38850826,-363147047.20508903,-365335569.2819576
5168,-160955.626735904,31928981.59193963,2801228.3075183304,-574798753.0550272
5169,-160955.6369612,-205685301.39766833,-463540426.1219451,-9148856.479589555
5170,-160955.635553986,258176079.60466126,5242033.34875075,491529860.5222124
5171,-160955.628023556,-300943918.2410151,395625979.0219663,-150060800.85375857
5172,-160955.633020667,-99506268.50215292,192497675.79792404,526392206.9039417
5173,-160955.625445235,-255400189.17538217,361472109.2846458,281049880.00815904
5174,-160954.625789272,-155614729.01314276,-363144908.4943372,-365333193.0165245
5175,-160954.626733847,31928711.49209269,2801069.85021574,-574795193.4089022
5176,-160954.636963582,-205683965.81317383,-463537583.40391624,-9148656.193632219
5177,-160954.635555254,258174341.12699485,5242028.179842508,491526885.52733624
5178,-160954.62802203,-300942126.6030243,395623524.1031734,-150059730.79330304
5179,-160954.633022213,-99505593.00614218,192496347.9189433,526389003.2606759
5180,-160954.625445495,-255398609.20031625,361469770.2672117,281048261.99155736
5181,-160953.625790417,-155613763.63800117,-363142769.78407645,-365330816.75163877
5182,-160953.626731828,31928441.39225416,2800911.392920106,-574791633.7629117
5183,-160953.635556535,258172602.64934734,5242023.010934335,491523910.5324998
5184,-160953.628020424,-300940334.9648939,395621069.1841841,-150058660.7327619
5185,-160953.633023827,-99504917.51017737,192495020.0400537,526385799.6176261
5186,-160953.625445829,-255397029.22536907,361467431.24995154,281046643.97507447
5187,-160952.625791365,-155612798.26267123,-363140631.07339334,-365328440.4862859
5188,-160952.626729771,31928171.2924035,2800752.9356193785,-574788074.1167848
5189,-160952.636968693,-205681294.6446512,-463531897.9688452,-9148255.621795436
5190,-160952.635557811,258170864.1716874,5242017.842026136,491520935.53764933
5191,-160952.62801882,-300938543.32677084,395618614.26519966,-150057590.67222288
5192,-160952.633025271,-99504242.01409775,192493692.1609394,526382595.97402984
5193,-160952.625446141,-255395449.25038904,361465092.2326408,281045025.95855504
5194,-160951.625792427,-155611832.88745326,-363138492.3629531,-365326064.2212049
5195,-160951.626727742,31927901.192558542,2800594.4783240226,-574784514.4707568
5196,-160951.636971013,-205679959.06007674,-463529055.2506403,-9148055.33583407
5197,-160951.635559041,258169125.6939437,5242012.673117698,491517960.542663
5198,-160951.628017433,-300936751.68904024,395616159.346748,-150056520.6119161
5199,-160951.633026801,-99503566.5180762,192492364.2819402,526379392.3307072
5200,-160951.625446468,-255393869.27543458,361462753.2153662,281043407.942059
5201,-160950.625793377,-155610867.51212898,-363136353.65227246,-365323687.95585865
5202,-160950.626725699,31927631.092707932,2800436.021027376,-574780954.824678
5203,-160950.636973506,-205678623.47573432,-463526212.5329271,-9147855.049910147
5204,-160950.635560347,258167387.21632847,5242007.504209654,491514985.5479036
5205,-160950.628015802,-300934960.05087626,395613704.4276974,-150055450.5513482
5206,-160950.633028344,-99502891.02206343,192491036.40295917,526376188.6874243
5207,-160950.625446837,-255392289.30054826,361460414.1981906,281041789.9256299
5208,-160949.62579443,-155609902.13690603,-363134214.94181114,-365321311.69075805
5209,-160949.626723657,31927360.99285574,2800277.5637318245,-574777395.1786019
5210,-160949.63697599,-205677287.8913807,-463523369.8151882,-9147654.76398721
5211,-160949.635561609,258165648.73863298,5242002.3353013825,491512010.55301434
5212,-160949.628014392,-300933168.4131119,395611249.50918925,-150054380.49101678
5213,-160949.633029884,-99502215.52604865,192489708.5239751,526372985.04412997
5214,-160949.625447098,-255390709.32549325,361458075.1807635,281040171.9090252
5215,-160948.62579547,-155608936.76167238,-363132076.23132116,-365318935.42562747
5216,-160948.626721593,31927090.892995734,2800119.1064337105,-574773835.5324463
5217,-160948.636978484,-205675952.30704144,-463520527.09747785,-9147454.478069073
5218,-160948.635562868,258163910.2609286,5241997.166393095,491509035.55811703
5219,-160948.628012772,-300931376.7749751,395608794.5901657,-150053310.43046066
5220,-160948.633031457,-99501540.03005615,192488380.64503577,526369781.40093946
5221,-160948.625447424,-255389129.3505428,361455736.16348934,281038553.8925247
5222,-160947.625796591,-155607971.38651878,-363129937.52100337,-365316559.16069037
5223,-160947.626719552,31926820.793140084,2799960.649140175,-574770275.8863717
5224,-160947.636980878,-205674616.72256953,-463517684.3794832,-9147254.1921337
5225,-160947.635564129,258162171.78322402,5241991.997484818,491506060.56322664
5226,-160947.628011253,-300929585.137023,395606339.6713899,-150052240.3700126
5227,-160947.63303294,-99500864.53400287,192487052.76597795,526366577.7574589
5228,-160947.625447832,-255387549.37572372,361453397.14640784,281036935.8761559
5229,-160946.625797437,-155607006.01110157,-363127798.8100966,-365314182.8951008
5230,-160946.626717525,31926550.693286348,2799802.191849793,-574766716.2403462
5231,-160946.636983558,-205673281.1384806,-463514841.6623017,-9147053.90625841
5232,-160946.635565399,258160433.30553123,5241986.828576588,491503085.56836385
5233,-160946.628009673,-300927793.4989653,395603884.7524645,-150051170.3094993
5234,-160946.63303449,-99500189.03799482,192485724.88700992,526363374.11419094
5235,-160946.625448106,-255385969.40069482,361451058.1290139,281035317.85956943
5236,-160945.625798558,-155606040.63595173,-363125660.0997769,-365311806.6301655
5237,-160945.626715556,31926280.593446415,2799643.7345695263,-574763156.5945259
5238,-160945.636986,-205671945.55407465,-463511998.94444346,-9146853.620338237
5239,-160945.635566679,258158694.8278522,5241981.659668409,491500110.5735319
5240,-160945.628008243,-300926001.86118,395601429.8339072,-150050100.24914646
5241,-160945.633036072,-99499513.5420084,192484397.00808534,526360170.47102374
5242,-160945.625448429,-255384389.4257452,361448719.1117354,281033699.8430613
5243,-160944.625799612,-155605075.26073903,-363123521.3893131,-365309430.36507195
5244,-160944.626713437,31926010.493564107,2799485.277266427,-574759596.9481711
5245,-160944.636988305,-205670609.96948665,-463509156.2261958,-9146653.334393423
5246,-160944.635567945,258156956.350145,5241976.490760158,491497135.5786592
5247,-160944.6280067,-300924210.223196,395598974.9150726,-150049030.18867272
5248,-160944.633037637,-99498838.0460105,192483069.12913913,526356966.82780015
5249,-160944.625448739,-255382809.4507769,361446380.0944275,281032081.82653123
5250,-160943.62580048,-155604109.88534865,-363121382.6784505,-365307054.0995373
5251,-160943.626711455,31925740.393716935,2799326.8199859685,-574756037.3023028
5252,-160943.636990735,-205669274.38506657,-463506313.5083035,-9146453.048476437
5253,-160943.635569213,258155217.8724376,5241971.321851918,491494160.5837933
5254,-160943.628005163,-300922418.58522654,395596519.9962527,-150047960.12820542
5255,-160943.633039178,-99498162.5499964,192481741.250162,526353763.18449795
5256,-160943.625449091,-255381229.47587678,361444041.0772188,281030463.81006813
5257,-160942.625801524,-155603144.51013005,-363119243.9679635,-365304677.8344219
5258,-160942.62670942,31925470.29385359,2799168.36269804,-574752477.6562451
5259,-160942.636993294,-205667938.80081972,-463503470.790778,-9146252.762588086
5260,-160942.635570491,258153479.39474392,5241966.1529437285,491491185.58895814
5261,-160942.628003613,-300920626.9472375,395594065.0774009,-150046890.06772423
5262,-160942.633040647,-99497487.05393365,192480413.37109014,526350559.54096305
5263,-160942.625449394,-255379649.50090113,361441702.05989635,281028845.7935248
5264,-160941.625802548,-155602179.13489398,-363117105.2574327,-365302301.5692598
5265,-160941.626707414,31925200.19399621,2799009.9054156407,-574748918.0102895
5266,-160941.636995814,-205666603.2165217,-463500628.0731416,-9146052.476694714
5267,-160941.635571742,258151740.91699952,5241960.9840354,491488210.59404355
5268,-160941.62800212,-300918835.3093543,395591610.1586891,-150045820.00730398
5269,-160941.633042272,-99496811.55797628,192479085.49222642,526347355.8979262
5270,-160941.625449748,-255378069.52600798,361439363.0426942,281027227.77706313
5271,-160940.6258037,-155601213.75978336,-363114966.54717475,-365299925.30440295
5272,-160940.626705332,31924930.09411645,2798851.448122129,-574745358.3640625
5273,-160940.636998185,-205665267.63202557,-463497785.3550815,-9145852.19077429
5274,-160940.635573028,258150002.43931228,5241955.815127252,491485235.59923404
5275,-160940.628000514,-300917043.6712723,395589155.2396998,-150044749.94676283
5276,-160940.633043772,-99496136.06193446,192477757.6131976,526344152.25448686
5277,-160940.62545003,-255376489.55100286,361437024.0253245,281025609.7604839
5278,-160939.625804694,-155600248.38452205,-363112827.83657795,-365297549.0391714
5279,-160939.6267033,31924659.994248327,2798692.990837468,-574741798.7180126
5280,-160939.637000712,-205663932.04773882,-463494942.63746506,-9145651.904887913
5281,-160939.635574288,258148263.9615761,5241950.6462189695,491482260.60434806
5282,-160939.627998991,-300915252.0333428,395586700.3209142,-150043679.88631052
5283,-160939.633045336,-99495460.5659359,192476429.73425475,526340948.6112509
5284,-160939.625450364,-255374909.57608178,361434685.0080774,281023991.74398804
5285,-160938.625805681,-155599283.00925586,-363110689.1259652,-365295172.7739243
